t,f_x,f_y,f_z,d_c,v_max,pos_x,pos_y,pos_z,oriq_x,oriq_y,oriq_z,oriq_w,vel_x,vel_y,vel_z
0,0.018858,0.0151338,43.7661,0.000427182,0.098655,-0.238161,0.000570357,-0.311736,0,0.0501581,0,0.998741,0.0216196,3.90603e-06,0.00135039
0.001998,2.07251,-0.0308283,43.6317,0.0469477,0.0668281,-0.23813,0.000570357,-0.311735,0,0.0503584,0,0.998731,0.01575,0,-0.000615715
0.003996,3.00123,0.0755615,44.0686,0.0679857,0.0707661,-0.238098,0.000570357,-0.311739,0,0.0505588,0,0.998721,0.01575,0,-0.00268321
0.005994,3.72466,-0.017946,44.1965,0.0843733,0.0705192,-0.238067,0.000570357,-0.311745,0,0.0507591,0,0.998711,0.01575,0,-0.00311508
0.007992,4.32288,0.00288387,44.4706,0.0979245,0.0788028,-0.238036,0.000570357,-0.31175,0,0.0509594,0,0.998701,0.01575,0,-0.00201176
0.00999,4.90932,-0.0344402,44.2354,0.111209,0.061321,-0.238004,0.000570357,-0.311753,0,0.0511598,0,0.998691,0.01575,0,-0.0010055
0.011988,5.44959,-0.0819005,44.0684,0.123447,0.0588352,-0.237973,0.000570357,-0.311755,0,0.0513601,0,0.99868,0.01575,0,-0.001875
0.013986,6.55947,-0.191139,44.1262,0.148589,0.0668415,-0.237941,0.000570357,-0.311759,0,0.0515604,0,0.99867,0.01575,0,-0.00122146
0.015984,7.25241,-0.160356,44.5628,0.164286,0.0746948,-0.23791,0.000570357,-0.31176,0,0.0517607,0,0.998659,0.01575,0,0.000133963
0.017982,7.47672,-0.0234755,43.9606,0.169367,0.0837774,-0.237878,0.000570357,-0.31176,0,0.051961,0,0.998649,0.01575,0,0.000211566
0.01998,7.85046,0.0203263,43.9821,0.177834,0.0971827,-0.237847,0.000570357,-0.311759,0,0.0521613,0,0.998639,0.01575,0,0.000109998
0.021978,8.04063,0.00743192,44.0536,0.182141,0.115341,-0.237815,0.000570357,-0.311759,0,0.0523616,0,0.998628,0.01575,0,-0.000436948
0.023976,8.5126,0.165091,43.9552,0.192833,0.134004,-0.237784,0.000570357,-0.311761,0,0.0525619,0,0.998618,0.01575,0,-0.000572417
0.025974,8.7861,0.094488,44.1398,0.199028,0.125011,-0.237752,0.000570357,-0.311761,0,0.0527623,0,0.998607,0.01575,0,0.000114494
0.027972,8.93558,0.0407583,43.9819,0.202414,0.136265,-0.237721,0.000570357,-0.311761,0,0.0529626,0,0.998597,0.01575,0,0.000374036
0.02997,9.25827,-0.137985,44.0489,0.209724,0.147777,-0.237689,0.000570357,-0.311761,0,0.0531629,0,0.998586,0.01575,0,-0.000695841
0.031968,9.42435,-0.0630745,44.3257,0.213486,0.0985452,-0.237658,0.000570357,-0.311763,0,0.0533631,0,0.998575,0.01575,0,-0.00109541
0.033966,9.46433,0.00422973,44.3931,0.214392,0.110646,-0.237627,0.000570357,-0.311765,0,0.0535634,0,0.998564,0.01575,0,-0.00058737
0.035964,9.13689,-0.0147098,44.0998,0.206975,0.124164,-0.237595,0.000570357,-0.311765,0,0.0537637,0,0.998554,0.01575,0,-0.000221913
0.037962,9.38378,-0.158867,44.3061,0.212567,0.125678,-0.237564,0.000570357,-0.311766,0,0.053964,0,0.998543,0.01575,0,-0.000504424
0.03996,9.52908,-0.0596855,44.1148,0.215859,0.139537,-0.237532,0.000570357,-0.311767,0,0.0541643,0,0.998532,0.01575,0,-0.000386885
0.041958,9.65356,0.0135452,44.2808,0.218679,0.152374,-0.237501,0.000570357,-0.311768,0,0.0543646,0,0.998521,0.01575,0,-0.000466723
0.043956,10.068,0.141383,44.2007,0.228066,0.0730528,-0.237469,0.000570357,-0.311769,0,0.0545649,0,0.99851,0.01575,0,-0.000724251
0.045954,10.0188,0.539788,44.0508,0.226952,0.0765742,-0.237438,0.000570357,-0.311771,0,0.0547652,0,0.998499,0.01575,0,-0.00101058
0.047952,9.22609,1.26595,43.1522,0.208995,0.0964003,-0.237406,0.000570357,-0.311774,0,0.0549654,0,0.998488,0.01575,0,-0.00293165
0.04995,9.66538,1.56299,44.4104,0.218946,0.0929262,-0.237375,0.000570357,-0.311782,0,0.0551657,0,0.998477,0.01575,0,-0.00403879
0.051948,9.65901,1.8778,44.5485,0.218802,0.111044,-0.237343,0.000570357,-0.311788,0,0.055366,0,0.998466,0.01575,0,-0.00224802
0.053946,10.0205,1.68166,44.1864,0.226991,0.0838854,-0.237312,0.000570357,-0.311791,0,0.0555663,0,0.998455,0.01575,0,-0.00111637
0.055944,9.95373,1.73209,44.0961,0.225478,0.0979095,-0.23728,0.000570357,-0.311794,0,0.0557665,0,0.998444,0.01575,0,-0.00220368
0.057942,9.81557,1.5893,44.0511,0.222348,0.0942614,-0.237249,0.000570357,-0.3118,0,0.0559668,0,0.998433,0.01575,0,-0.00297668
0.05994,9.95633,1.01491,44.27,0.225537,0.0872797,-0.237218,0.000570357,-0.311805,0,0.056167,0,0.998421,0.01575,0,-0.00257278
0.061938,9.56923,0.863301,43.7853,0.216768,0.0836592,-0.237186,0.000570357,-0.31181,0,0.0563673,0,0.99841,0.01575,0,-0.00253304
0.063936,9.83105,0.479271,44.3418,0.222699,0.0838008,-0.237155,0.000570357,-0.311816,0,0.0565676,0,0.998399,0.01575,0,-0.0028786
0.065934,10.3504,0.310313,44.7947,0.234464,0.0961969,-0.237123,0.000570357,-0.311821,0,0.0567678,0,0.998387,0.01575,0,-0.00219894
0.067932,10.8008,0.616033,44.0061,0.244666,0.087869,-0.237092,0.000570357,-0.311823,0,0.0569681,0,0.998376,0.01575,0,-0.000385566
0.06993,11.2255,0.998221,44.3916,0.254287,0.0794218,-0.23706,0.000570357,-0.311824,0,0.0571683,0,0.998365,0.01575,0,-0.000151821
0.071928,11.396,1.19936,44.5215,0.258149,0.0939368,-0.237029,0.000570357,-0.311824,0,0.0573686,0,0.998353,0.01575,0,0.000215919
