t,f_x,f_y,f_z,d_c,v_max,pos_x,pos_y,pos_z,oriq_x,oriq_y,oriq_z,oriq_w,vel_x,vel_y,vel_z
0,-0.147643,0.270407,43.9981,-0.00334451,0.125809,-0.241409,0.00248034,-0.339574,0,0.0501581,0,0.998741,0.0188241,0.00157102,-0.00341304
0.001998,4.0616,0.237575,44.2015,0.092006,0.120267,-0.241399,0.00248034,-0.339583,0,0.0503584,0,0.998731,0.0051,0,-0.00526671
0.003996,5.71264,0.474582,44.1436,0.129406,0.182963,-0.241389,0.00248034,-0.339593,0,0.0505588,0,0.998721,0.0051,0,-0.00501011
0.005994,6.90807,0.559627,44.3373,0.156486,0.158853,-0.241379,0.00248034,-0.339607,0,0.0507591,0,0.998711,0.0051,0,-0.00751586
0.007992,7.64583,1.31871,44.5266,0.173198,0.14785,-0.241369,0.00248034,-0.339621,0,0.0509594,0,0.998701,0.0051,0,-0.00700233
0.00999,8.46633,1.52187,43.9798,0.191785,0.10736,-0.241358,0.00248034,-0.339632,0,0.0511598,0,0.998691,0.0051,0,-0.00517077
0.011988,8.64719,1.10226,43.9212,0.195882,0.100587,-0.241348,0.00248034,-0.339645,0,0.0513601,0,0.99868,0.0051,0,-0.00813108
0.013986,8.59909,1.27026,43.8416,0.194792,0.126375,-0.241338,0.00248034,-0.339662,0,0.0515604,0,0.99867,0.0051,0,-0.00901654
0.015984,8.91948,1.74374,44.4472,0.20205,0.118891,-0.241328,0.00248034,-0.339677,0,0.0517607,0,0.998659,0.0051,0,-0.0055763
0.017982,9.67752,1.80232,44.2404,0.219221,0.122257,-0.241318,0.00248034,-0.339685,0,0.051961,0,0.998649,0.0051,0,-0.00304239
0.01998,10.4041,1.76975,43.8791,0.23568,0.12265,-0.241308,0.00248034,-0.339691,0,0.0521613,0,0.998639,0.0051,0,-0.00329219
0.021978,11.5884,1.21759,44.4975,0.262507,0.188997,-0.241297,0.00248034,-0.339697,0,0.0523616,0,0.998628,0.0051,0,-0.00196894
0.023976,12.6575,0.972255,43.8656,0.286725,0.128475,-0.241287,0.00248034,-0.339699,0,0.0525619,0,0.998618,0.0051,0,-0.000540469
0.025974,13.5507,0.819398,43.8477,0.306958,0.133822,-0.241277,0.00248034,-0.339701,0,0.0527623,0,0.998607,0.0051,0,-0.00137348
0.027972,14.4369,0.742632,44.4248,0.327033,0.150624,-0.241267,0.00248034,-0.339706,0,0.0529626,0,0.998597,0.0051,0,-0.00257479
0.02997,15.1463,0.428849,44.3442,0.343104,0.121141,-0.241257,0.00248034,-0.339709,0,0.0531629,0,0.998586,0.0051,0,-0.00119425
0.031968,15.0965,0.254631,43.9686,0.341975,0.136988,-0.241246,0.00248034,-0.339712,0,0.0533631,0,0.998575,0.0051,0,-0.0020112
0.033966,15.7666,0.428846,44.2375,0.357156,0.145625,-0.241236,0.00248034,-0.339718,0,0.0535634,0,0.998564,0.0051,0,-0.00384123
0.035964,16.6646,0.255544,44.339,0.377497,0.122428,-0.241226,0.00248034,-0.339724,0,0.0537637,0,0.998554,0.0051,0,-0.00173224
0.037962,16.5065,0.0406193,44.1994,0.373916,0.135324,-0.241216,0.00248034,-0.339725,0,0.053964,0,0.998543,0.0051,0,-0.000157509
0.03996,16.0313,-0.108547,43.8294,0.36315,0.0841111,-0.241206,0.00248034,-0.339727,0,0.0541643,0,0.998532,0.0051,0,-0.00194681
0.041958,15.6476,-0.252774,44.2022,0.35446,0.132073,-0.241195,0.00248034,-0.339733,0,0.0543646,0,0.998521,0.0051,0,-0.00420935
0.043956,15.1056,-0.59676,44.4678,0.34218,0.153146,-0.241185,0.00248034,-0.339741,0,0.0545649,0,0.99851,0.0051,0,-0.00392549
0.045954,14.845,-1.18495,44.0009,0.336277,0.136831,-0.241175,0.00248034,-0.339748,0,0.0547652,0,0.998499,0.0051,0,-0.00380552
0.047952,14.1723,-1.00316,43.9461,0.321041,0.277727,-0.241165,0.00248034,-0.339753,0,0.0549654,0,0.998488,0.0051,0,-0.00175292
0.04995,13.1764,-0.153048,44.0648,0.298481,0.164074,-0.241155,0.00248034,-0.33976,0,0.0551657,0,0.998477,0.0051,0,-0.00539837
0.051948,13.2709,-0.0894023,44.2136,0.30062,0.110912,-0.241145,0.00248034,-0.339771,0,0.055366,0,0.998466,0.0051,0,-0.00495065
0.053946,13.2818,-0.256273,44.197,0.300869,0.108067,-0.241134,0.00248034,-0.339779,0,0.0555663,0,0.998455,0.0051,0,-0.00359729
0.055944,14.0305,-0.0464072,44.3623,0.317828,0.112925,-0.241124,0.00248034,-0.339786,0,0.0557665,0,0.998444,0.0051,0,-0.00310567
0.057942,14.4431,-0.274508,44.289,0.327175,0.140342,-0.241114,0.00248034,-0.339791,0,0.0559668,0,0.998433,0.0051,0,-0.00194154
0.05994,14.8448,-0.206604,44.1852,0.336274,0.0983273,-0.241104,0.00248034,-0.339794,0,0.056167,0,0.998421,0.0051,0,-0.00125689
0.061938,14.8342,-0.184381,44.1258,0.336033,0.115753,-0.241094,0.00248034,-0.339796,0,0.0563673,0,0.99841,0.0051,0,-0.000897604
0.063936,15.1538,-0.208412,43.985,0.343273,0.133587,-0.241083,0.00248034,-0.339799,0,0.0565676,0,0.998399,0.0051,0,-0.00246078
0.065934,14.9444,-0.0890243,44.2048,0.33853,0.151876,-0.241073,0.00248034,-0.339804,0,0.0567678,0,0.998387,0.0051,0,-0.00230753
0.067932,14.8372,-0.176041,44.3442,0.336102,0.161623,-0.241063,0.00248034,-0.339807,0,0.0569681,0,0.998376,0.0051,0,-0.000561534
0.06993,14.7856,0.0462894,44.1996,0.334934,0.179676,-0.241053,0.00248034,-0.339807,0,0.0571683,0,0.998365,0.0051,0,-0.00021417
0.071928,13.722,0.0208551,43.9635,0.310838,0.147343,-0.241043,0.00248034,-0.33981,0,0.0573686,0,0.998353,0.0051,0,-0.00313006
0.073926,13.6607,-0.186723,44.6371,0.30945,0.164952,-0.241032,0.00248034,-0.339819,0,0.0575688,0,0.998342,0.0051,0,-0.00552647
0.075924,14.1558,-0.133959,44.5763,0.320667,0.18349,-0.241022,0.00248034,-0.339826,0,0.057769,0,0.99833,0.0051,0,-0.00196906
0.077922,14.31,0.0184926,44.1956,0.324159,0.202565,-0.241012,0.00248034,-0.339827,0,0.0579693,0,0.998318,0.0051,0,0.000765044
0.07992,13.9164,0.268051,43.7725,0.315243,0.135817,-0.241002,0.00248034,-0.339827,0,0.0581695,0,0.998307,0.0051,0,-0.00169581
0.081918,13.2301,0.753495,44.3315,0.299697,0.107402,-0.240992,0.00248034,-0.339834,0,0.0583698,0,0.998295,0.0051,0,-0.00307824
